Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
84.0,60.0,100.0,90.0,0.0,60.249,28.121,0.003256,100.0,1.1,0.0,0.0010249,13.653,10.927,81468.0,89435.0,6.507,298.01,230.38,1.8614,10.0,1497.7,23.0,1682.5,1.6319,0.18614,10.78,19.586,1.4229,0.0,26.46,0.0,0.0,1.0,4.0,4.0,0.0,73140.0,73206.0
96.0,75.0,100.0,90.0,0.0,63.68,9.8901,0.0001,100.0,1.1,0.0,0.00095827,13.444,13.098,84248.0,92762.0,6.5117,298.0,229.76,1.6115,10.0,1619.7,23.0,1705.3,1.5738,0.19016,12.954,20.52,1.5387,0.0,35.004,0.0,0.0,1.0,4.0,4.0,0.0,83462.0,84047.0
108.0,75.0,100.0,90.0,0.0,82.507,18.012,0.0001,100.0,1.0,0.0,0.0011247,11.849,15.307,80017.0,88148.0,6.4909,298.01,230.28,1.5897,10.0,1729.1,23.0,1726.3,1.4355,0.19124,15.149,21.397,1.5178,0.0,43.381,0.0,0.0,1.0,4.0,4.0,0.0,93978.0,94415.0
120.0,75.0,100.0,90.0,0.0,41.809,1.0937,0.029861,100.0,1.0,0.0,0.0007507,11.643,17.456,82664.0,91358.0,6.5025,297.94,204.18,1.6812,10.0,1852.2,23.0,1753.7,1.4371,0.19105,17.325,22.086,1.6056,0.0,51.582,0.0,0.0,1.0,4.0,4.0,0.0,104200.0,104320.0
132.0,75.0,100.0,90.0,0.0,37.542,4.1201,1.3415,100.0,1.0,-4000.0,0.00086996,11.075,19.434,78104.0,86369.0,6.5083,297.94,206.34,1.6138,10.0,1999.2,23.0,1796.6,1.4446,0.19113,19.299,22.512,1.5409,0.0,59.349,0.0,0.0,1.0,4.0,4.0,0.0,114590.0,115060.0
144.0,75.0,100.0,90.0,0.0,29.412,4.631,54.868,100.0,1.0,0.0,0.00064254,11.111,21.29,80495.0,89331.0,6.4889,298.0,226.9,1.6622,10.0,2160.6,23.0,1858.3,1.4307,0.19114,21.182,22.808,1.5874,0.0,66.505,0.0,0.0,1.0,4.0,4.0,0.0,123390.0,123380.0
156.0,75.0,100.0,90.0,0.0,21.74,34.045,4.7603,0.0,0.9,0.0,0.00073217,9.6254,22.992,75236.0,83620.0,6.4833,298.01,230.55,1.543,10.0,2353.4,23.0,1952.4,1.3571,0.19193,22.868,22.864,1.4729,0.0,75.104,0.0,0.0,1.0,4.0,4.0,0.0,131420.0,131920.0
168.0,75.0,100.0,80.0,0.0,13.386,57.289,8.5989,400.0,0.9,0.0,4.3473,13.14,22.201,79356.0,88260.0,6.5127,297.93,202.3,1.5328,10.0,2913.7,23.0,2185.0,0.56311,0.19789,22.353,21.957,1.4632,0.0,71.429,0.0,0.0,1.0,4.0,4.0,0.0,127420.0,127420.0
180.0,75.0,100.0,80.0,0.0,11.111,75.879,10.133,150.0,0.9,0.0,11.458,12.272,20.686,75401.0,83814.0,6.5107,297.92,195.71,1.3774,10.0,3693.8,23.0,2518.4,0.78499,0.19654,20.777,21.048,1.3142,0.0,69.331,0.0,0.0,1.0,4.0,4.0,0.0,118830.0,118810.0
192.0,75.0,100.0,80.0,4.1494,0.0,40.135,1.1085,150.0,0.9,-4000.0,19.087,12.506,19.397,70929.0,78895.0,6.6755,297.88,182.4,1.2333,10.0,4431.0,23.0,2836.9,0.53492,0.1987,19.482,20.356,1.1763,0.0,70.653,0.0,0.0,1.0,4.0,4.0,0.0,112810.0,112780.0
204.0,65.0,100.0,80.0,0.0,6.6654,120.01,15.216,250.0,0.9,0.0,27.02,12.881,18.055,73885.0,82386.0,6.5085,298.03,236.95,1.3803,4.0,5034.0,23.0,3106.3,0.52389,0.19788,18.153,19.562,1.1414,0.0,70.305,0.0,0.0,1.0,4.0,4.0,0.0,106050.0,105840.0
216.0,65.0,100.0,80.0,0.0,5.2506,25.827,103.64,250.0,0.9,0.0,34.885,13.32,16.635,70557.0,78650.0,6.4851,298.07,248.62,1.222,4.0,5215.7,23.0,3227.3,0.3666,0.19955,16.727,18.59,1.0101,0.0,65.452,0.0,0.0,1.0,4.0,4.0,0.0,99471.0,99916.0
228.0,65.0,100.0,80.0,0.0,14.928,85.582,1.8036,250.0,0.9,0.0,41.952,13.81,15.313,74307.0,82928.0,6.4958,297.91,191.8,1.1847,4.0,5390.0,23.0,3334.0,0.24644,0.20066,15.396,17.65,0.97916,0.0,60.478,0.0,0.0,1.0,4.0,4.0,0.0,91871.0,91804.0
230.0,65.0,100.0,80.0,0.0,15.781,75.728,1.6785,250.0,0.9,0.0,42.947,13.855,15.107,74932.0,83636.0,6.4961,297.92,194.57,1.1782,4.0,5417.2,23.0,3350.1,0.26071,0.20055,15.189,17.502,0.9737,0.0,59.638,0.0,0.0,1.0,4.0,4.0,0.0,91840.0,92105.0
1.0,30.0,100.0,8.0,0.0,20.602,41.773,4.1205,0.0,0.6,0.0,1.3535,14.578,0.00099782,57166.0,61831.0,6.5234,297.98,44.498,0.10356,5.0,1424.3,22.0,1678.1,-0.053858,0.20598,0.001,0.49258,0.039388,0.0,4.0812,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,100.59,216.46,0.0001,0.0,0.6,0.0,0.81947,11.36,0.00096481,57458.0,62447.0,6.4813,298.18,96.985,0.3276,0.0,1539.1,30.0,1802.6,1.0039,0.19096,0.00096786,2.7765,0.17454,0.0,10.649,0.0,0.0,1.0,5.0,5.0,0.0,21473.0,21444.0
24.0,55.0,100.0,150.0,0.0,225.0,288.92,0.0001,0.0,0.7,0.0,0.016732,8.8033,0.00090109,59685.0,65352.0,6.4296,297.97,40.705,0.75074,0.0,1208.8,35.0,1786.5,1.8366,0.18466,0.00090721,9.0856,0.52438,0.0,22.062,0.0,0.0,1.0,5.0,5.0,0.0,21072.0,20876.0
36.0,55.0,100.0,43.0,0.0,51.433,111.19,0.0001,0.0,0.9,0.0,0.0028353,11.6,1.6184,60555.0,66737.0,6.5102,298.04,100.56,1.0144,0.0,737.04,35.0,1720.7,1.2549,0.19026,1.4959,12.729,0.70903,0.0,35.628,0.0,0.0,1.0,5.0,5.0,0.0,28567.0,28051.0
48.0,60.0,100.0,57.0,0.0,71.762,190.53,0.0001,0.0,1.1,0.0,0.0027411,11.583,3.6833,61660.0,68437.0,6.5083,298.02,94.865,1.2089,10.0,758.92,35.0,1780.6,1.4317,0.18929,3.5304,16.387,0.92235,0.0,49.84,0.0,0.0,1.0,5.0,5.0,0.0,38242.0,38077.0
60.0,60.0,100.0,72.0,0.0,65.038,37.46,0.0001,500.0,1.1,0.0,0.0021941,13.293,5.9097,68243.0,75689.0,6.5054,297.96,74.214,1.51,10.0,1077.3,34.0,1775.1,1.325,0.18973,5.7375,18.788,1.1531,0.0,41.695,0.0,0.0,1.0,5.0,5.0,0.0,48518.0,48206.0
72.0,60.0,100.0,84.0,0.0,72.54,13.22,0.0001,500.0,1.1,0.0,0.0018072,14.473,8.4962,75835.0,83964.0,6.4977,298.0,87.65,1.7785,10.0,1204.6,31.0,1685.0,1.4514,0.18801,8.3223,20.043,1.3592,0.0,26.752,0.0,0.0,1.0,5.0,5.0,0.0,61118.0,61495.0
84.0,60.0,100.0,90.0,0.0,55.333,38.161,0.0001,100.0,1.1,0.0,0.0011158,13.649,11.366,80016.0,88841.0,6.4745,297.99,82.331,2.0346,10.0,1211.0,23.0,1619.5,1.8405,0.18383,11.189,21.806,1.5561,0.0,28.319,0.0,0.0,1.0,5.0,5.0,0.0,74877.0,74613.0
96.0,75.0,100.0,90.0,0.0,54.853,10.803,0.0001,100.0,1.1,0.0,0.00085456,13.639,13.894,82713.0,92136.0,6.5025,297.99,84.956,1.7719,10.0,1258.4,23.0,1607.3,1.7544,0.18848,13.738,23.009,1.6927,0.0,37.544,0.0,0.0,1.0,5.0,5.0,0.0,86883.0,87141.0
108.0,75.0,100.0,90.0,0.0,46.539,27.966,0.0001,100.0,1.0,0.0,0.001043,11.805,16.363,78144.0,87180.0,6.5175,298.0,87.838,1.7363,10.0,1319.9,23.0,1613.5,1.8221,0.18804,16.188,23.947,1.6585,0.0,46.582,0.0,0.0,1.0,5.0,5.0,0.0,99106.0,98885.0
120.0,75.0,100.0,90.0,0.0,58.991,14.35,0.0001,100.0,1.0,0.0,0.00096005,11.288,18.934,80745.0,90413.0,6.5068,297.99,84.301,1.8546,10.0,1307.1,23.0,1604.7,1.9248,0.18703,18.773,24.928,1.7721,0.0,55.463,0.0,0.0,1.0,5.0,5.0,0.0,110830.0,110800.0
132.0,75.0,100.0,90.0,0.0,54.251,0.0001,0.0001,100.0,1.0,-4000.0,0.00090984,10.915,21.361,76333.0,85631.0,6.514,297.95,69.593,1.8007,10.0,1290.0,23.0,1602.4,1.8331,0.18783,21.208,25.697,1.7203,0.0,64.101,0.0,0.0,1.0,5.0,5.0,0.0,122350.0,122670.0
144.0,75.0,100.0,90.0,0.0,56.746,5.8244,68.417,100.0,1.0,0.0,0.00061227,11.095,23.416,79068.0,88994.0,6.5033,298.02,96.451,1.8667,10.0,1349.4,23.0,1637.2,1.7293,0.18849,23.31,26.059,1.7838,0.0,72.261,0.0,0.0,1.0,5.0,5.0,0.0,132060.0,132730.0
156.0,75.0,100.0,90.0,0.0,38.435,28.152,4.5977,0.0,0.9,0.0,0.00054829,9.7695,25.038,74123.0,83595.0,6.5019,297.91,56.517,1.731,10.0,1522.8,23.0,1729.3,1.6023,0.18971,24.92,26.014,1.6534,0.0,81.957,0.0,0.0,1.0,5.0,5.0,0.0,140620.0,140980.0
168.0,75.0,100.0,80.0,0.0,52.056,30.212,7.2657,400.0,0.9,0.0,0.0011188,11.657,26.309,78692.0,88749.0,6.4931,297.89,45.657,1.7474,10.0,1732.9,23.0,1798.9,1.1765,0.19288,26.228,25.144,1.6691,0.0,78.994,0.0,0.0,1.0,5.0,5.0,0.0,145660.0,146190.0
179.0,75.0,100.0,80.0,0.0,63.64,111.67,14.905,150.0,0.9,0.0,0.0013307,10.702,28.172,75094.0,84645.0,6.5126,297.97,78.645,1.6199,10.0,1782.5,23.0,1818.6,1.373,0.19166,28.038,24.669,1.5467,0.0,77.112,0.0,0.0,1.0,5.0,5.0,0.0,155060.0,155110.0
1.0,30.0,100.0,8.0,0.0,4.0644,158.14,14.062,0.0,0.6,0.0,1.3221,14.59,0.00099812,57512.0,61768.0,6.4787,298.11,570.07,0.10478,5.0,1377.2,22.0,1681.9,-0.060574,0.2061,0.001,0.49661,0.039853,0.0,4.0814,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,79.495,218.44,0.0001,0.0,0.6,0.0,0.59219,11.205,0.00096559,57775.0,62363.0,6.4834,298.2,592.89,0.34589,0.0,1493.3,30.0,1806.1,1.0454,0.19035,0.00096841,2.9387,0.18429,0.0,10.744,0.0,0.0,1.0,6.0,6.0,0.0,22027.0,21664.0
24.0,55.0,100.0,150.0,0.0,225.0,486.36,0.0001,0.0,0.7,0.0,0.02133,7.4467,0.00090385,59801.0,65145.0,6.3634,298.05,550.29,0.82417,0.0,1138.9,35.0,1785.6,2.1771,0.1809,0.00091001,9.9409,0.57578,0.0,22.407,0.0,0.0,1.0,6.0,6.0,0.0,20677.0,20147.0
36.0,55.0,100.0,43.0,0.0,41.405,200.97,0.017366,0.0,0.9,0.0,0.0025049,10.959,1.6007,60665.0,66562.0,6.5035,298.16,581.76,1.1325,0.0,645.22,35.0,1713.0,1.3275,0.18928,1.464,14.241,0.79188,0.0,36.574,0.0,0.0,1.0,6.0,6.0,0.0,28631.0,28949.0
48.0,60.0,100.0,57.0,0.0,56.742,93.777,0.0001,0.0,1.1,0.0,0.0020753,11.106,3.982,61641.0,68145.0,6.4985,297.98,530.4,1.3204,10.0,631.43,35.0,1756.3,1.4878,0.18854,3.8029,17.98,1.0077,0.0,51.351,0.0,0.0,1.0,6.0,6.0,0.0,39404.0,39909.0
60.0,60.0,100.0,72.0,0.0,69.705,25.943,0.0001,500.0,1.1,0.0,0.0019022,12.942,6.4015,68026.0,75179.0,6.4967,298.0,534.8,1.5956,10.0,974.38,34.0,1753.9,1.3313,0.1895,6.2431,19.949,1.2187,0.0,43.557,0.0,0.0,1.0,6.0,6.0,0.0,52176.0,52035.0
72.0,60.0,100.0,84.0,0.0,102.15,2.3357,0.0001,500.0,1.1,0.0,0.0015876,14.152,8.7184,75792.0,83642.0,6.5037,297.98,528.68,1.8786,10.0,1211.2,31.0,1687.9,1.5127,0.18724,8.5631,21.219,1.4361,0.0,28.845,0.0,0.0,1.0,6.0,6.0,0.0,63508.0,63555.0
84.0,60.0,100.0,90.0,0.0,48.014,42.434,0.0001,100.0,1.1,0.0,0.0010604,13.076,11.408,80244.0,88809.0,6.4991,298.0,533.15,2.1498,10.0,1306.3,23.0,1635.3,1.9809,0.18227,11.235,22.996,1.6449,0.0,30.633,0.0,0.0,1.0,6.0,6.0,0.0,75434.0,75337.0
96.0,75.0,100.0,90.0,0.0,43.628,26.755,0.0001,100.0,1.1,0.0,0.0008174,12.77,12.466,83155.0,92362.0,6.4813,297.98,525.65,1.873,10.0,1688.0,23.0,1731.6,2.007,0.18637,12.314,24.201,1.7898,0.0,40.479,0.0,0.0,1.0,6.0,6.0,0.0,80797.0,81209.0
108.0,75.0,100.0,90.0,0.0,91.621,17.46,0.0001,100.0,1.0,0.0,0.00092434,11.186,14.896,79083.0,87981.0,6.4997,297.99,530.66,1.8598,10.0,1798.4,23.0,1725.1,1.9556,0.18679,14.732,25.386,1.7771,0.0,50.539,0.0,0.0,1.0,6.0,6.0,0.0,92869.0,92469.0
120.0,75.0,100.0,90.0,0.0,81.931,3.8065,39.029,100.0,1.0,0.0,0.0006884,11.147,17.018,82229.0,91764.0,6.4892,298.02,540.54,1.9706,10.0,1949.1,23.0,1738.8,1.8628,0.18728,16.887,26.065,1.8836,0.0,60.188,0.0,0.0,1.0,6.0,6.0,0.0,101940.0,101890.0
132.0,75.0,100.0,90.0,0.0,50.51,10.685,0.26798,100.0,1.0,-4000.0,0.00084692,10.502,18.913,78401.0,87560.0,6.455,297.93,508.65,1.8961,10.0,2107.9,23.0,1767.6,1.8002,0.1879,18.766,26.372,1.812,0.0,69.211,0.0,0.0,1.0,6.0,6.0,0.0,110910.0,111380.0
144.0,75.0,100.0,90.0,0.0,116.45,0.059071,68.348,100.0,1.0,0.0,0.00053286,11.115,20.548,82005.0,91801.0,6.5255,297.95,514.43,1.9483,10.0,2291.4,23.0,1812.4,1.6982,0.18857,20.456,26.273,1.8622,0.0,77.381,0.0,0.0,1.0,6.0,6.0,0.0,119120.0,119600.0
156.0,75.0,100.0,90.0,0.0,29.005,26.21,100.39,0.0,0.9,0.0,2.6661,10.65,21.311,77119.0,86480.0,6.4931,298.02,542.15,1.7812,10.0,2665.1,23.0,1959.3,1.3791,0.1913,21.374,25.792,1.7016,0.0,86.561,0.0,0.0,1.0,6.0,6.0,0.0,122040.0,121700.0
168.0,75.0,100.0,80.0,0.0,15.984,23.618,174.38,400.0,0.9,0.0,8.856,12.609,19.615,81234.0,91111.0,6.4898,298.23,621.71,1.7561,10.0,3487.3,23.0,2278.3,1.0568,0.19376,19.746,24.577,1.6775,0.0,83.975,0.0,0.0,1.0,6.0,6.0,0.0,114600.0,114740.0
180.0,75.0,100.0,80.0,0.0,35.196,14.566,136.74,150.0,0.9,0.0,15.602,11.918,18.278,77352.0,86753.0,6.4938,298.1,573.27,1.5819,10.0,4283.0,23.0,2584.2,1.1506,0.1934,18.359,23.566,1.5103,0.0,83.113,0.0,0.0,1.0,6.0,6.0,0.0,106860.0,106490.0
192.0,75.0,100.0,80.0,4.1468,0.074823,195.17,23.341,150.0,0.9,-4000.0,22.217,11.975,17.114,73061.0,82004.0,6.7002,298.11,575.24,1.4217,10.0,5039.4,23.0,2876.9,1.0033,0.19482,17.188,22.755,1.3567,0.0,85.666,0.0,0.0,1.0,6.0,6.0,0.0,101440.0,101560.0
204.0,65.0,100.0,80.0,0.0,13.86,22.662,177.82,250.0,0.9,0.0,29.559,12.287,15.934,76079.0,85564.0,6.4896,298.25,624.18,1.5945,4.0,5669.8,23.0,3123.1,0.99709,0.19338,16.019,21.874,1.3194,0.0,86.541,0.0,0.0,1.0,6.0,6.0,0.0,95962.0,95900.0
216.0,65.0,100.0,80.0,0.0,6.4904,13.138,67.102,250.0,0.9,0.0,36.369,12.574,14.697,72786.0,81850.0,6.4981,297.91,505.62,1.4178,4.0,5840.7,23.0,3226.3,0.9371,0.19425,14.778,20.812,1.1726,0.0,82.901,0.0,0.0,1.0,6.0,6.0,0.0,89760.0,90021.0
228.0,65.0,100.0,80.0,0.0,13.67,1.5218,80.325,250.0,0.9,0.0,42.916,12.886,13.546,76556.0,86150.0,6.5073,297.98,529.2,1.3776,4.0,6003.9,23.0,3317.3,0.96358,0.1941,13.619,19.785,1.1392,0.0,79.131,0.0,0.0,1.0,6.0,6.0,0.0,83983.0,84400.0
230.0,65.0,100.0,80.0,0.0,19.437,141.67,17.919,250.0,0.9,0.0,43.936,12.972,13.366,77185.0,86866.0,6.5064,298.08,564.58,1.3706,4.0,6028.0,23.0,3331.1,0.94434,0.19428,13.438,19.623,1.1334,0.0,78.491,0.0,0.0,1.0,6.0,6.0,0.0,82578.0,83160.0
1.0,30.0,100.0,8.0,0.0,7.2907,153.85,13.668,0.0,0.6,0.0,1.1366,14.582,0.00099811,58434.0,62678.0,6.4743,298.13,565.5,0.11756,5.0,1469.1,22.0,1663.5,-0.022333,0.20536,0.001,0.57602,0.044715,0.0,4.0855,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,16.885,245.56,1.7971,0.0,0.6,0.0,0.01014,12.968,0.00096675,58630.0,63196.0,6.4654,298.27,605.04,0.36565,0.0,1566.0,30.0,1781.4,0.51092,0.1976,0.00096878,3.2622,0.19483,0.0,11.061,0.0,0.0,1.0,7.0,7.0,0.0,21024.0,20995.0
24.0,55.0,100.0,150.0,0.0,225.0,325.1,0.0001,0.0,0.7,0.0,0.017651,9.2017,0.00090959,60389.0,65650.0,6.4212,298.12,563.15,0.76933,0.0,1265.1,35.0,1786.3,1.8454,0.18453,0.00091573,9.1882,0.53739,0.0,22.337,0.0,0.0,1.0,7.0,7.0,0.0,21682.0,21819.0
36.0,55.0,100.0,43.0,0.0,35.913,114.66,0.0001,0.0,0.9,0.0,0.0022598,12.335,2.0331,61097.0,66885.0,6.5086,297.98,522.7,1.0373,0.0,719.37,35.0,1692.8,1.0957,0.19187,1.8666,12.934,0.72508,0.0,35.944,0.0,0.0,1.0,7.0,7.0,0.0,30263.0,29917.0
48.0,60.0,100.0,57.0,0.0,38.468,113.85,0.0001,0.0,1.1,0.0,0.0021683,12.609,4.8384,61914.0,68274.0,6.4999,298.01,531.47,1.192,10.0,645.11,35.0,1710.2,1.2881,0.19069,4.634,16.113,0.90941,0.0,50.116,0.0,0.0,1.0,7.0,7.0,0.0,44120.0,43633.0
60.0,60.0,100.0,72.0,0.0,80.037,55.603,0.0001,500.0,1.1,0.0,0.0021259,13.869,7.4383,68234.0,75242.0,6.5049,298.0,527.11,1.4614,10.0,936.27,34.0,1696.2,1.2874,0.19018,7.268,18.162,1.1158,0.0,41.757,0.0,0.0,1.0,7.0,7.0,0.0,56784.0,56653.0
72.0,60.0,100.0,84.0,0.0,91.346,3.1442,20.67,500.0,1.1,0.0,0.0015813,15.225,10.083,75995.0,83698.0,6.5082,298.01,531.01,1.7326,10.0,1100.0,31.0,1609.2,1.32,0.18935,9.9072,19.489,1.324,0.0,26.594,0.0,0.0,1.0,7.0,7.0,0.0,70227.0,70120.0
84.0,60.0,100.0,90.0,0.0,54.187,82.383,0.0001,100.0,1.1,0.0,0.0011936,14.199,13.089,80377.0,88807.0,6.5064,297.96,512.38,2.0063,10.0,1085.4,23.0,1535.0,1.8489,0.1838,12.892,21.389,1.5344,0.0,27.992,0.0,0.0,1.0,7.0,7.0,0.0,84212.0,84297.0
96.0,75.0,100.0,90.0,0.0,67.843,33.674,0.0001,100.0,1.1,0.0,0.00099104,14.079,15.848,83253.0,92309.0,6.5044,298.0,526.04,1.7593,10.0,1095.0,23.0,1504.2,1.8309,0.18792,15.676,22.686,1.6806,0.0,37.135,0.0,0.0,1.0,7.0,7.0,0.0,97907.0,98016.0
108.0,75.0,100.0,90.0,0.0,63.53,18.83,0.0001,100.0,1.0,0.0,0.00095662,12.583,18.432,79007.0,87700.0,6.4978,297.97,517.64,1.7408,10.0,1126.0,23.0,1495.0,1.8003,0.18819,18.263,23.757,1.6628,0.0,46.166,0.0,0.0,1.0,7.0,7.0,0.0,110250.0,110050.0
120.0,75.0,100.0,90.0,0.0,86.947,1.3267,0.0001,100.0,1.0,0.0,0.00092264,12.298,20.789,81922.0,91232.0,6.5092,297.99,523.53,1.8491,10.0,1186.4,23.0,1503.4,1.8255,0.18779,20.64,24.516,1.7668,0.0,55.011,0.0,0.0,1.0,7.0,7.0,0.0,121490.0,121800.0
132.0,75.0,100.0,90.0,0.0,58.884,0.60237,0.15873,100.0,1.0,-4000.0,0.00087351,12.053,22.829,77793.0,86686.0,6.4757,297.93,502.58,1.7802,10.0,1267.8,23.0,1533.0,1.6024,0.18961,22.684,24.944,1.7006,0.0,63.482,0.0,0.0,1.0,7.0,7.0,0.0,131170.0,131340.0
144.0,75.0,100.0,90.0,0.0,107.01,69.332,10.001,100.0,1.0,0.0,0.0006959,12.275,24.697,80874.0,90381.0,6.485,298.03,538.55,1.8346,10.0,1382.2,23.0,1581.1,1.5314,0.19004,24.585,25.065,1.7529,0.0,71.306,0.0,0.0,1.0,7.0,7.0,0.0,139020.0,138880.0
156.0,75.0,100.0,90.0,0.0,165.96,6.4045,39.832,0.0,0.9,0.0,0.00096998,11.066,26.347,76739.0,85828.0,6.4789,297.98,518.4,1.7099,10.0,1540.3,23.0,1654.3,1.3732,0.19148,26.203,24.852,1.6332,0.0,80.539,0.0,0.0,1.0,7.0,7.0,0.0,147290.0,146990.0
168.0,75.0,100.0,80.0,0.0,225.0,0.63307,68.488,400.0,0.9,0.0,0.00084631,13.458,27.031,83297.0,93003.0,6.0904,297.92,495.99,1.7354,10.0,1804.7,23.0,1717.7,0.90754,0.19492,27.043,23.669,1.6576,0.0,77.414,0.0,0.0,1.0,7.0,7.0,0.0,150010.0,150380.0
180.0,75.0,100.0,80.0,0.0,225.0,0.059818,67.216,150.0,0.9,0.0,0.0013615,12.73,27.8,81980.0,91193.0,5.7985,297.95,507.85,1.608,10.0,2051.4,23.0,1795.3,1.0872,0.19383,27.735,22.564,1.5354,0.0,75.28,0.0,0.0,1.0,7.0,7.0,0.0,153590.0,153470.0
192.0,75.0,100.0,80.0,0.0,225.0,14.555,115.74,150.0,0.9,-4000.0,0.0015661,12.782,28.628,80149.0,88881.0,5.786,298.13,578.51,1.4974,10.0,2224.4,23.0,1864.3,1.0898,0.19402,28.581,21.818,1.4293,0.0,76.482,0.0,0.0,1.0,7.0,7.0,0.0,157440.0,158160.0
204.0,65.0,100.0,80.0,0.0,225.0,0.0001,62.542,250.0,0.9,0.0,0.0014174,13.069,28.974,85654.0,94937.0,6.0208,297.95,507.1,1.7301,4.0,2347.0,23.0,1925.9,1.1561,0.19174,28.977,21.06,1.4322,0.0,76.117,0.0,0.0,1.0,7.0,7.0,0.0,158950.0,159010.0
216.0,65.0,100.0,80.0,0.0,111.43,13.457,108.05,250.0,0.9,0.0,0.00166,12.904,29.257,84023.0,92828.0,6.4806,298.1,569.34,1.6112,4.0,2128.3,23.0,1900.3,1.1836,0.19173,29.234,20.461,1.3332,0.0,71.41,0.0,0.0,1.0,7.0,7.0,0.0,160210.0,160770.0
228.0,65.0,100.0,80.0,0.0,46.347,0.0001,63.093,250.0,0.9,0.0,0.0012807,13.176,29.336,88791.0,98120.0,6.4971,297.93,500.85,1.612,4.0,1961.8,23.0,1904.2,1.2625,0.19104,29.324,19.97,1.334,0.0,66.742,0.0,0.0,1.0,7.0,7.0,0.0,160460.0,160860.0
232.0,65.0,100.0,80.0,0.0,35.67,0.0001,63.373,250.0,0.9,-4000.0,0.0016498,13.039,29.416,83208.0,91672.0,6.4767,297.95,506.88,1.4948,4.0,1900.1,23.0,1906.0,1.2411,0.19145,29.397,19.864,1.2366,0.0,65.13,0.0,0.0,1.0,7.0,7.0,0.0,161810.0,161540.0
1.0,30.0,100.0,8.0,0.0,4.1317,113.16,10.19,0.0,0.6,0.0,1.3211,14.494,0.00099812,58720.0,62706.0,6.4766,298.06,388.5,0.1131,5.0,1373.8,22.0,1719.6,-0.017541,0.20528,0.001,0.53957,0.043017,0.0,4.0837,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,34.406,109.47,0.0017247,0.0,0.6,0.0,0.0081913,12.546,0.00097021,58909.0,63218.0,6.4841,297.95,358.37,0.36947,0.0,1466.7,30.0,1836.3,0.52714,0.19737,0.00096918,3.2861,0.19687,0.0,11.037,0.0,0.0,1.0,8.0,8.0,0.0,21023.0,21327.0
24.0,55.0,100.0,150.0,0.0,225.0,301.36,0.0001,0.0,0.7,0.0,0.013876,8.2509,0.00092416,60584.0,65557.0,6.452,297.97,362.31,0.75115,0.0,1181.2,35.0,1846.6,1.8004,0.18504,0.00093036,8.9647,0.52466,0.0,22.149,0.0,0.0,1.0,8.0,8.0,0.0,21182.0,21152.0
36.0,55.0,100.0,43.0,0.0,46.027,92.167,0.0001,0.0,0.9,0.0,0.002233,11.387,1.8936,61322.0,66813.0,6.4938,297.98,364.89,1.0157,0.0,666.17,35.0,1762.8,1.0715,0.19216,1.7378,12.605,0.70997,0.0,35.474,0.0,0.0,1.0,8.0,8.0,0.0,30081.0,29568.0
48.0,60.0,100.0,57.0,0.0,57.921,160.56,0.0001,0.0,1.1,0.0,0.0023884,10.95,4.3754,62363.0,68446.0,6.5026,297.96,358.16,1.2026,10.0,615.23,35.0,1791.6,1.3483,0.1901,4.1932,16.119,0.91748,0.0,49.478,0.0,0.0,1.0,8.0,8.0,0.0,41856.0,42364.0
60.0,60.0,100.0,72.0,0.0,84.347,77.39,0.0001,500.0,1.1,0.0,0.0018871,12.907,6.9427,68846.0,75593.0,6.4939,298.0,367.96,1.4895,10.0,877.28,34.0,1764.8,1.2395,0.19058,6.7716,18.364,1.1373,0.0,41.12,0.0,0.0,1.0,8.0,8.0,0.0,54358.0,54055.0
